name,iata_code
Gassim Airport,ELQ
Gurayat Domestic Airport,URY
Ha'il Airport,HAS
Jubail Airport,QJB
King Abdulaziz International Airport,JED
King Khaled Military City Airport,KMC
King Khalid Air Base,KMX
Prince Mohammad Bin Abdulaziz Airport,MED
Najran Domestic Airport,EAM
Neom Bay Airport,NUM
Al Qaisumah/Hafr Al Batin Airport,AQI
Prince Sultan Air Base,AKH
Rafha Domestic Airport,RAH
King Khaled International Airport,RUH
Arar Domestic Airport,RAE
Sharurah Domestic Airport,SHW
Al-Jawf Domestic Airport,AJF
As-Sulayyil Airport,SLF
Tabuk Airport,TUU
Ta’if Regional Airport,TIF
Turaif Domestic Airport,TUI
Wadi Al Dawasir Domestic Airport,WAE
Al Wajh Domestic Airport,EJH
Yanbu Airport / Prince Abdul Mohsin bin Abdulaziz international Airport,YNB
Zilfi Airport,ZUL
Ogeranang Airport,OGE
Ogobsucum Airport,OGM
Bahregan Airport,IAQ
Abadan Airport,ABD
Dezful Airport,DEF
Aghajari Airport,AKW
Gachsaran Airport,GCH
Shahid Asiyaee Airport,QMJ
Omidiyeh Airport,OMI
Mahshahr Airport,MRX
Lieutenant General Qasem Soleimani International Airport,AWZ
Abu Musa Island Airport,AEU
Bushehr Airport,BUZ
Jam Airport,KNR
Kish International Airport,KIH
Bandar Lengeh International Airport,BDH
Persian Gulf International Airport,PGU
Khark Airport,KHK
Siri Airport,SXI
Lavan Airport,LVP
Shahid Ashrafi Esfahani Airport,KSH
Ilam Airport,IIL
Khoram Abad Airport,KHD
Sanandaj Airport,SDG
Hesa Airport,IFH
Kashan Airport,KKS
Isfahan Shahid Beheshti International Airport,IFN
Shahrekord Airport,CQD
Sardar-e-Jangal Airport,RAS
Hamadan Airport,HDM
Arak Airport,AJK
Nojeh Air Base,NUJ
Imam Khomeini International Airport,IKA
Mehrabad International Airport,THR
Qazvin Airport,GZW
Payam Karaj International Airport,PYK
Semnan Municipal Airport,SNX
Bandar Abbas International Airport,BND
Jiroft Airport,JYR
Ayatollah Hashemi Rafsanjani International Airport,KER
Bam Airport,BXR
Havadarya Airport,HDR
Qeshm Dayrestan International Airport,GSM
Rafsanjan Airport,RJN
Sirjan Airport,SYJ
Birjand International Airport,XBJ
Sarakhs Airport,CKT
Shahrud International Airport,RUD
Mashhad International Airport,MHD
Bojnord Airport,BJB
Sabzevar National Airport,AFZ
Tabas Airport,TCX
Kalaleh Airport,KLM
Gorgan Airport,GBT
Bishe Kola Air Base,BSM
Nowshahr Airport,NSH
Ramsar Airport,RZR
Sari Dasht-e Naz International Airport,SRY
Fasa Airport,FAZ
Jahrom Airport,JAR
Lar Airport,LRR
Lamerd Airport,LFM
Shiraz Shahid Dastghaib International Airport,SYZ
Yasuj Airport,YES
Khoy Airport,KHY
Ardabil Airport,ADU
Sahand Airport,ACP
Parsabad-Moghan Airport,PFQ
Urmia Airport,OMH
Tabriz International Airport,TBZ
Maku National Airport,IMQ
Zanjan Airport,JWN
Shahid Sadooghi Airport,AZD
Zabol Airport,ACZ
Chabahar Konarak International Airport,ZBR
Zahedan International Airport,ZAH
Iranshahr Airport,IHR
Jask Airport,JSK
Queen Alia International Airport,AMM
Amman Civil (Marka International) Airport,ADJ
Aqaba King Hussein International Airport,AQJ
King Hussein Air College,OMF
Ahmed Al Jaber Air Base,XIJ
Kuwait International Airport,KWI
Okao Airport,OKV
Beirut Rafic Hariri International Airport,BEY
Old Harbor Airport,OLH
Rene Mouawad Air Base / Kleyate Airport,KYE
Olsobip Airport,OLQ
Dibba Airport,BYB
Adam Airport,AOM
Duqm International Airport,DQM
Mussanah Airport,MNH
Abu Dhabi International Airport,AUH
Al Bateen Executive Airport,AZI
Al Ain International Airport,AAN
Al Dhafra Air Base,DHF
Sir Bani Yas Airport,XSB
Dubai International Airport,DXB
Al Minhad Air Base,NHD
Al Maktoum International Airport,DWC
Fujairah International Airport,FJR
Osmanabad Airport,OMN
Ras Al Khaimah International Airport,RKT
Sharjah International Airport,SHJ
Preah Vinhear Airport,OMY
Ononge Airport,ONB
Buraimi Airport,RMB
Fahud Airport,FAU
Qarn Alam Airport,RNM
Ja'Aluni Airport,JNJ
Khasab Airport,KHS
Lekhwair Airport,LKW
RAFO Masirah,MSH
Muscat International Airport,MCT
Marmul Airport,OMM
Salalah Airport,SLL
Sohar Airport,OHS
Thumrait Air Base,TTH
Dadu West Airport,DDU
Bhagatanwala Airport,BHW
Bannu Airport,BNP
Bahawalnagar Airport,WGB
Bahawalpur Airport,BHV
Chitral Airport,CJL
Chilas Airport,CHB
Dalbandin Airport,DBA
Dera Ghazi Khan Airport,DEA
Dera Ismael Khan Airport,DSK
Faisalabad International Airport,LYP
Gwadar International Airport,GWD
Gilgit Airport,GIL
Islamabad International Airport,ISB
Shahbaz Air Base,JAG
Jiwani Airport,JIW
Jinnah International Airport,KHI
Hyderabad Airport,HDD
Khuzdar Airport,KDD
Kohat Airport,OHT
Allama Iqbal International Airport,LHE
Loralai Airport,LRG
Mangla Airport,XJM
Muzaffarabad Airport,MFG
Mianwali Air Base,MWD
Moenjodaro Airport,MJD
Sindhri Tharparkar Airport,MPD
Minhas Air Base,ATG
Multan International Airport,MUX
Shaheed Benazirabad Airport,WNS
Ormara Airport,ORW
Parachinar Airport,PAJ
Panjgur Airport,PJG
Pasni Airport,PSI
Peshawar International Airport,PEW
Quetta International Airport,UET
Shaikh Zaid Airport,RYK
Rawalakot Airport,RAZ
Sibi Airport,SBQ
Skardu Airport,KDU
Sukkur Airport,SKZ
Sehwan Sharif Airport,SYW
Mushaf Air Base,SGI
Saidu Sharif Airport,SDT
Sialkot International Airport,SKT
Sui Airport,SUL
Sawan Airport,RZS
Tarbela Dam Airport,TLB
Talhar Airport,BDN
Taftan Airport,TFT
Turbat International Airport,TUK
Wana Airport,WAF
Zhob Airport,PZH
Al Asad Air Base,IQA
Al Taqaddum Air Base,TQD
Bamarni Airport,BMN
Baghdad International Airport / New Al Muthana Air Base,BGW
Mosul International Airport,OSM
Erbil International Airport,EBL
Port Lions Airport,ORI
Kirkuk Air Base,KIK
Basra International Airport,BSR
Al Najaf International Airport,NJF
Qayyarah West Airport,RQW
Sulaymaniyah International Airport,ISU
Ali Air Base,XNH
Aleppo International Airport,ALP
Damascus International Airport,DAM
Deir ez-Zor Airport,DEZ
Omora Airport,OSE
Ossima Airport,OSG
Qamishli Airport,KAC
Bassel Al-Assad International Airport,LTK
Palmyra Airport,PMS
Doha International Airport,DIA
Al Udeid Air Base,XJD
Hamad International Airport,DOH
Andre Maggi Airport,OTT
Oum Hadjer Airport,OUM
Orientos Airport,OXO
Aden International Airport,ADE
Abs Airport,EAB
Ataq Airport,AXK
Al-Bayda Airport,BYD
Beihan Airport,BHN
Al-Bough Airport,BUK
Al Ghaydah International Airport,AAY
Hodeidah International Airport,HOD
Kamaran Airport,KAM
Marib Airport,MYN
Mukeiras Airport,UKR
Qishn Airport,IHN
Riyan Mukalla International Airport,RIY
Sadah Airport,SYE
Sana'a International Airport,SAH
Socotra International Airport,SCT
Seiyun Hadhramaut International Airport,GXF
Ta'izz International Airport,TAI
Zagora Airport,OZG
Achutupu Airport,ACU
Ailigandí Airport,AIL
Carti Airport,CTE
Mulatupo Airport,MPP
Playón Chico Airport,PYC
San Miguel Airport,NMG
Yaviza Airport,PYV
Puerto Armuelles Airport,AML
Bahia Piña Airport,BFQ
EL Real Airport,ELE
Raul Arias Espinoza Airport,OTD
Sambú Airport,SAX
Atka Airport,AKB
Port Moller Airport,PML
Port Alexander Seaplane Base,PTD
"Warren ""Bud"" Woods Palmer Municipal Airport",PAQ
Barter Island Long Range Radar Station Airport,BTI
Bethel Airport,BET
Beluga Airport,BVU
Allen Army Airfield,BIG
Buckland Airport,BKC
Big Mountain Airport,BMX
Wiley Post Will Rogers Memorial Airport,BRW
Bettles Airport,BTT
Cold Bay Airport,CDB
Central Airport,CEM
Chalkyitsik Airport,CIK
Chefornak Airport,CYF
Scammon Bay Airport,SCM
Circle City (New) Airport,IRC
Merle K (Mudhole) Smith Airport,CDV
Coldfoot Airport,CXF
Yakataga Airport,CYT
Cape Romanzof LRRS Airport,CZF
Deering Airport,DRG
Red Dog Airport,RDB
Adak Airport,ADK
Dillingham Airport,DLG
Marshall Don Hunter Sr Airport,MLL
Kodiak Airport,ADQ
Tom Madsen (Dutch Harbor) Airport,DUT
Kongiganak Airport,KKH
Elmendorf Air Force Base,EDF
Eek Airport,EEK
Eagle Airport,EAA
Cape Newenham LRRS Airport,EHM
Eielson Air Force Base,EIL
Elfin Cove Seaplane Base,ELV
Emmonak Airport,EMK
Kenai Municipal Airport,ENA
Fairbanks International Airport,FAI
Ladd Army Airfield,FBK
Ambler Airport,ABL
Bryant Army Airfield,FRN
Nikolai Airport,NIB
Farewell Airport,FWL
Edward G. Pitka Sr Airport,GAL
Galbraith Lake Airport,GBH
Kwigillingok Airport,KWK
Shungnak Airport,SHG
Gulkana Airport,GKN
Golovin Airport,GLV
Gambell Airport,GAM
Angoon Seaplane Base,AGN
Big Lake Airport,BGQ
Gustavus Airport,GST
Nightmute Airport,NME
Skagway Airport,SGY
Holy Cross Airport,HCR
Huslia Airport,HSL
Haines Airport,HNS
Homer Airport,HOM
Hooper Bay Airport,HPB
Hughes Airport,HUS
Shageluk Airport,SHX
Hydaburg Seaplane Base,HYG
Igiugig Airport,IGG
Egegik Airport,EGX
Bob Baker Memorial Airport,IAN
Iliamna Airport,ILI
Indian Mountain LRRS Airport,UTO
Denali National Park Airport,MCL
Wales Airport,WAA
Juneau International Airport,JNU
Koliganek Airport,KGK
Kodiak Municipal Airport,KDK
False Pass Airport,KFP
Akhiok Airport,AKK
Kipnuk Airport,KPN
Koyuk Alfred Adams Airport,KKA
Kulik Lake Airport,LKK
King Salmon Airport,AKN
Nikolski Air Station,IKO
Anaktuvuk Pass Airport,AKP
Ketchikan International Airport,KTN
Ugnu-Kuparuk Airport,UUK
Kaltag Airport,KAL
Klawock Airport,KLW
Karluk Airport,KYK
Larsen Bay Airport,KLN
Kalskag Airport,KLG
Chandalar Lake Airport,WCR
Cape Lisburne LRRS Airport,LUR
Manokotak Airport,KMO
McGrath Airport,MCG
Middleton Island Airport,MDO
Minchumina Airport,LMA
St Michael Airport,SMK
Manley Hot Springs Airport,MLY
Metlakatla Seaplane Base,MTM
Mountain Village Airport,MOU
Merrill Field,MRI
Mc Carthy Airport,MXY
Mekoryuk Airport,MYU
Napakiak Airport,WNA
Ted Stevens Anchorage International Airport,ANC
Aniak Airport,ANI
Nenana Municipal Airport,ENN
Nondalton Airport,NNL
Funter Bay Seaplane Base,FNR
Annette Island Airport,ANN
Nulato Airport,NUL
Anvik Airport,ANV
New Stuyahok Airport,KNW
Kobuk Airport,OBU
Portage Creek Airport,PCA
Hoonah Airport,HNH
Nome Airport,OME
Toksook Bay Airport,OOK
Northway Airport,ORT
Ralph Wien Memorial Airport,OTZ
Nelson Lagoon Airport,NLG
St George Airport,STG
Port Clarence Coast Guard Station,KPC
Perryville Airport,KPV
Petersburg James A Johnson Airport,PSG
Port Heiden Airport,PTH
Napaskiak Airport,PKA
Platinum Airport,PTU
Pilot Point Airport,PIP
Point Hope Airport,PHO
Prospect Creek Airport,PPC
Quinhagak Airport,KWN
Nuiqsut Airport,NUI
Arctic Village Airport,ARC
Russian Mission Airport,RSH
Ruby Airport,RBY
Savoonga Airport,SVA
Deadhorse Airport,SCC
Sand Point Airport,SDP
Shishmaref Airport,SHH
Sitka Rocky Gutierrez Airport,SIT
Selawik Airport,WLK
Sleetmute Airport,SLQ
St Mary's Airport,KSM
St Paul Island Airport,SNP
Seldovia Airport,SOV
Sheep Mountain Airport,SMU
Summit Airport,UMM
Sparrevohn LRRS Airport,SVW
Skwentna Airport,SKW
Soldotna Airport,SXQ
Eareckson Air Station,SYA
Ralph M Calhoun Memorial Airport,TAL
Tin City Long Range Radar Station Airport,TNC
Teller Airport,TLA
Togiak Airport,TOG
Talkeetna Airport,TKA
Tatalina LRRS Airport,TLJ
Atqasuk Edward Burnell Sr Memorial Airport,ATK
Alakanuk Airport,AUK
Umiat Airport,UMT
Unalakleet Airport,UNK
Willow Airport,WOW
Akutan Airport,KQA
Chevak Airport,VAK
King Cove Airport,KVC
Valdez Pioneer Field,VDZ
Venetie Airport,VEE
Kivalina Airport,KVL
Beaver Airport,WBQ
Seward Airport,SWD
Wrangell Airport,WRG
Wainwright Airport,AIN
White Mountain Airport,WMO
Noatak Airport,WTK
Wasilla Airport,WWA
Yakutat Airport,YAK
Canton Island Airport,CIS
Boun Neau Airport,PCQ
Pindiu Airport,PDI
Presidente José Sarney Airport,PDR
Pebane Airport,PEB
Pelican Seaplane Base,PEC
Akiak Airport,AKI
Allakaket Airport,AET
Pacific City State Airport,PFC
Chenega Bay Airport,NCN
Clarks Point Airport,CLP
Elim Airport,ELI
Kasigluk Airport,KUK
Kokhanok Airport,KNK
Kotlik Airport,KOT
Brevig Mission Airport,KTS
Koyukuk Airport,KYU
Kwethluk Airport,KWT
Robert (Bob) Curtis Memorial Airport,ORV
Shaktoolik Airport,SKK
Tok Junction Airport,TKJ
South Naknek Number 2 Airport,WSN
Fort Yukon Airport,FYU
Cape Rodney Airport,CPN
Emirau Airport,EMI
Erave Airport,ERE
Esa'ala Airport,ESA
Garaina Airport,GAR
Gonaili Airport,GOE
Bapi Airstrip,BPD
Biangabip Airport,BPK
Minj Airport,MZN
Sengapi Airstrip,SGK
Kibuli Airstrip,KII
Stockholm Landing Strip,SMP
Anguganak Airport,AKG
Tadji Airport,TAJ
Awaba Airport,AWB
Bialla Airport,BAA
Chungribu Airport,CVB
Gasmata Island Airport,GMI
Green River Airport,GVI
Hayfields Airport,HYF
Ihu Airport,IHU
Nissan Island Airport,IIS
Jacquinot Bay Airport,JAQ
Kandrian Airport,KDR
Kokoda Airport,KKD
Kamusi Airport,KUY
Kawito Airport,KWO
Lumi Airport,LMI
Lake Murray Airport,LMY
Obo Airport,OBX
Balimo Airport,OPU
Suki Airport,SKC
Tufi Airport,TFI
Telefomin Airport,TFM
Tol Airport,TLO
Nuku Airport,UKU
Sule Airport,ULE
Baimuru Airport,VMU
Wipim Airport,WPM
Yegepa Airport,PGE
Port Graham Airport,PGM
Rota International Airport,ROP
Saipan International Airport,SPN
Andersen Air Force Base,UAM
Antonio B. Won Pat International Airport,GUM
Tinian International Airport,TIQ
Laguindingan International Airport,CGY
Cagayan North International Airport,LLC
El Nido Airport,ENI
Barking Sands Airport,BKH
Kawaihapai Airfield,HDH
Wheeler Army Airfield,HHI
Hana Airport,HNM
Hickam Air Force Base,HIK
Kapalua Airport,JHM
Kalaeloa Airport,JRF
Ellison Onizuka Kona International Airport at Keahole,KOA
Lihue Airport,LIH
Kalaupapa Airport,LUP
Molokai Airport,MKK
Waimea Kohala Airport,MUE
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,NGF
Daniel K Inouye International Airport,HNL
Lanai Airport,LNY
Kahului International Airport,OGG
Port Allen Airport,PAK
Bradshaw Army Airfield,BSF
Hilo International Airport,ITO
Upolu Airport,UPP
Bhurban Heliport,BHC
Campbellpore Airport,CWP
Gujrat Airport,GRT
Kadanwari Airport,KCF
Reko Diq Airport,REQ
Eniwetok Airport,ENT
Marshall Islands International Airport,MAJ
Kaieteur International Airport,KAI
Bucholz Army Air Field,KWA
Cassidy International Airport,CXI
Paiela Airport,PLE
Tabuaeran Island Airport,TNV
Washington Island Airstrip,TNQ
Henderson Field,MDY
Pimaga Airport,PMP
Point Lay LRRS Airport,PIZ
Param Airport,PPX
Passikudah Helipad,PQD
Humacao Airport,HUC
Siocon Airport,XSO
Chuuk International Airport,TKK
Pohnpei International Airport,PNI
Babelthuap Airport,ROR
Kosrae International Airport,KSA
Yap International Airport,YAP
Puas Airport,PUA
Wake Island Airfield,AWK
Port Walter Seaplane Base,PWR
Aeródromo de Bahía Negra,BFA
Aeropuerto Nacional de Fuerte Olimpo,OLK
Aeródromo de Puerto Leda,PBT
Aeródromo de Puerto La Victoria,PCJ
Perry Island Seaplane Base,PYL
Kili Airport,KIO
Igaliku Heliport,QFX
Pocheon (G-217) Airport,QJP
Rakanda Airport,RAA
Arawa Airport,RAW
Oram Airport,RAX
Raba Raba Airport,RBP
Kinmen Airport,KNH
Matsu Nangan Airport,LZN
Taitung Airport,TTT
Lyudao Airport,GNI
Kaohsiung International Airport,KHH
Chiayi Airport,CYI
Hengchun Airport,HCN
Lanyu Airport,KYD
Taichung International Airport / Ching Chuang Kang Air Base,RMQ
Matsu Beigan Airport,MFK
Tainan International Airport / Tainan Air Base,TNN
Hsinchu Air Base,HSZ
Penghu Magong Airport,MZG
Pingtung North Airport,PIF
Taipei Songshan Airport,TSA
Taiwan Taoyuan International Airport,TPE
Wang'an Airport,WOT
Hualien Airport,HUN
Red Devil Airport,RDV
Ras al Khaimah Al Hamra Seaplane Base,RHR
Alxa Right Banner Badanjilin Airport,RHT
Narita International Airport,NRT
Shinshu-Matsumoto Airport,MMJ
Ibaraki Airport / JASDF Hyakuri Air Base,IBR
JMSDF Minami Torishima Air Base,MUS
Iwo Jima Airbase,IWO
Kansai International Airport,KIX
Nanki Shirahama Airport,SHM
Kobe Airport,UKB
Hiroshima Heliport,HIW
Konotori Tajima Airport,TJH
Tokachi-Obihiro Airport,OBO
New Chitose Airport,CTS
Hakodate Airport,HKD
Kushiro Airport,KUH
Memanbetsu Airport,MMB
Nakashibetsu Airport,SHB
Sapporo Okadama Airport,OKD
Rebun Airport,RBJ
Wakkanai Airport,WKJ
Amakusa Airport,AXJ
Iki Airport,IKI
Yamaguchi Ube Airport,UBJ
Tsushima Airport,TSJ
JMSDF Omura Air Base,OMJ
Monbetsu Airport,MBE
Asahikawa Airport,AKJ
Okushiri Airport,OIR
Rishiri Airport,RIS
Yakushima Airport,KUM
Fukue Airport,FUJ
Fukuoka Airport,FUK
New Tanegashima Airport,TNE
Kagoshima Airport,KOJ
Miyazaki Airport,KMI
Oita Airport,OIT
Kitakyushu Airport,KKJ
Saga Airport,HSG
Kumamoto Airport,KMJ
Nagasaki Airport,NGS
Chubu Centrair International Airport,NGO
Amami Airport,ASJ
Okinoerabu Airport,OKE
Kikai Airport,KKX
Tokunoshima Airport,TKN
Nagoya Airport / JASDF Komaki Air Base,NKM
Fukui Airport,FKJ
Gifu Airport,QGU
Komatsu Airport / JASDF Komatsu Air Base,KMQ
Oki Global Geopark Airport,OKI
Mount Fuji Shizuoka Airport,FSZ
Toyama Airport,TOY
Noto Satoyama Airport,NTQ
Hiroshima Airport,HIJ
Okayama Momotaro Airport,OKJ
Izumo Enmusubi Airport,IZO
Yonago Kitaro Airport / JASDF Miho Air Base,YGJ
Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,IWK
Kochi Ryoma Airport,KCZ
Matsuyama Airport,MYJ
Osaka International Airport,ITM
Tottori Sand Dunes Conan Airport,TTJ
Tokushima Awaodori Airport / JMSDF Tokushima Air Base,TKS
Takamatsu Airport,TAK
Iwami Airport,IWJ
Aomori Airport,AOJ
Yamagata Airport,GAJ
Sado Airport,SDS
Fukushima Airport,FKS
JMSDF Hachinohe Air Base / Hachinohe Airport,HHE
Iwate Hanamaki Airport,HNA
Akita Airport,AXT
Misawa Air Base / Misawa Airport,MSJ
Niigata Airport,KIJ
Odate Noshiro Airport,ONJ
Sendai Airport,SDJ
Shonai Airport,SYO
JMSDF Atsugi Air Base / Naval Air Facility Atsugi,NJA
Hachijojima Airport,HAC
Oshima Airport,OIM
Miyakejima Airport,MYE
Tokyo Haneda International Airport,HND
Yokota Air Base,OKO
Muan International Airport,MWX
Gwangju Airport,KWJ
Kunsan Air Base,KUV
Jeonju (G 703) Air Base,CHN
Yeosu Airport,RSU
Gangneung Airport (K-18),KAG
Wonju Airport / Hoengseong Air Base (K-38/K-46),WJU
Yangyang International Airport,YNY
Jeju International Airport,CJU
Jeongseok Airport,JDG
Jinhae Air Base,CHF
Gimhae International Airport,PUS
Sacheon Airport / Sacheon Air Base,HIN
Ulsan Airport,USN
Incheon International Airport,ICN
Seoul Air Base (K-16),SSN
Osan Air Base,OSN
Gimpo International Airport,GMP
Suwon Airport,SWU
Taean Airport,QDY
Pohang Airport (G-815/K-3),KPO
Daegu Airport,TAE
Seosan Air Base,HMY
Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ
Yecheon Airbase,YEC
Kairuku Airport,RKU
Rokeby Airport,RKY
Rosella Plains Airport,RLP
Rampart Airport,RMP
Naha Airport / JASDF Naha Air Base,OKA
Kadena Air Base,DNA
Kumejima Airport,UEO
Kerama Airport,KJP
Minamidaito Airport,MMD
Miyako Airport,MMY
Aguni Airport,AGJ
Iejima Airport,IEJ
Hateruma Airport,HTR
Kitadaito Airport,KTD
Miyako Shimojishima Airport,SHI
Tarama Airport,TRA
Yoron Airport,RNJ
Yonaguni Airport,OGN
Balesin Island Airport,BSI
Subic Bay International Airport / Naval Air Station Cubi Point,SFS
Clark International Airport / Clark Air Base,CRK
Laoag International Airport,LAO
Ninoy Aquino International Airport,MNL
Cuyo Airport,CYU
Danilo Atienza Air Base,SGL
Lubang Airport,LBX
Allah Valley Airport,AAV
Cotabato (Awang) Airport,CBO
Francisco Bangoy International Airport,DVO
Bancasi Airport,BXU
Bislig Airport,BPH
Dipolog Airport,DPL
Camiguin Airport,CGM
Maria Cristina (Iligan) Airport,IGN
Jolo Airport,JOL
Malabang Airport,MLP
Sanga Sanga Airport,TWT
Labo Airport,OZC
Pagadian Airport,PAG
Mati National Airport,MXI
General Santos International Airport,GES
Surigao Airport,SUG
Cagayan de Sulu Airport,CDY
Ipil Airport,IPE
Tandag Airport,TDG
Zamboanga International Airport,ZAM
Siargao Airport,IAO
Cesar Lim Rodriguez (Taytay-Sandoval) Airport,RZP
Bohol-Panglao International Airport,TAG
San Vicente Airport,SWL
Loakan Airport,BAG
Daet Airport,DTE
San Jose Airport,SJI
Mamburao Airport,MBO
Naga Airport,WNP
Basco Airport,BSO
Dr Juan C Angara Airport,BQA
San Fernando Airport,SFE
Tuguegarao Airport,TUG
Virac Airport,VRC
Marinduque Airport,MRQ
Cauayan Airport,CYZ
Roper Valley Airport,RPV
Daniel Z. Romualdez Airport,TAC
Bacolod-Silay Airport,BCD
Calbayog Airport,CYP
Sibulan Airport,DGT
Godofredo P. Ramos Airport,MPH
Catarman National Airport,CRM
Iloilo International Airport,ILO
Moises R. Espinosa Airport,MBT
Kalibo International Airport,KLO
Mactan Cebu International Airport,CEB
Ormoc Airport,OMC
Puerto Princesa International Airport / PAF Antonio Bautista Air Base,PPS
Roxas Airport,RXS
Evelio Javier Airport,EUQ
Tugdan Airport,TBH
Francisco B. Reyes (Busuanga) Airport,USU
